shop_date,lodging_name,market,num_guests,check_in,check_out,advance,los,hopper_price,competitor_1,competitor_2,competitor_3,competitor_4
1/15/2023,Hotel 34,Cancun,2,1/18,1/22,3,4,344,408,352,392,390
1/15/2023,Hotel 34,Cancun,2,1/15,1/21,0,6,576,599,517,576,573
1/15/2023,Hotel 34,Cancun,2,1/18,1/24,3,6,576,599,517,576,573
1/15/2023,Hotel 33,Cancun,2,1/15,1/16,0,1,Sold Out,Sold Out,Sold Out,Sold Out,Sold Out
1/15/2023,Hotel 33,Cancun,2,1/18,1/19,3,1,194,221,211,263,240
1/15/2023,Hotel 33,Cancun,2,1/15,1/19,0,4,Sold Out,Sold Out,Sold Out,Sold Out,Sold Out
1/15/2023,Hotel 33,Cancun,2,1/18,1/22,3,4,776,884,845,1051,867
1/15/2023,Hotel 33,Cancun,2,1/15,1/21,0,6,Sold Out,Sold Out,Sold Out,Sold Out,Sold Out
1/15/2023,Hotel 33,Cancun,2,1/18,1/24,3,6,1164,1326,1267,1576,1394
1/15/2023,Hotel 84,Cancun,2,1/15,1/16,0,1,377,385,391,481,405
1/15/2023,Hotel 84,Cancun,2,1/18,1/19,3,1,409,385,391,481,405
1/15/2023,Hotel 84,Cancun,2,1/15,1/19,0,4,1453,1539,1560,1925,1621
1/15/2023,Hotel 84,Cancun,2,1/18,1/22,3,4,1389,1479,1500,1850,1562
1/15/2023,Hotel 84,Cancun,2,1/15,1/21,0,6,2290,2309,2341,2887,2432
1/15/2023,Hotel 84,Cancun,2,1/18,1/24,3,6,2086,2129,2158,2662,2253
1/15/2023,Hotel 228,Cancun,2,1/15,1/16,0,1,369,365,397,519,525
1/15/2023,Hotel 228,Cancun,2,1/18,1/19,3,1,590,584,637,829,841
1/15/2023,Hotel 228,Cancun,2,1/15,1/19,0,4,1925,1825,1989,2592,2628
1/15/2023,Hotel 228,Cancun,2,1/18,1/22,3,4,2095,1971,2154,2798,2839
1/15/2023,Hotel 228,Cancun,2,1/15,1/21,0,6,3115,2874,3103,4042,4101
1/15/2023,Hotel 228,Cancun,2,1/18,1/24,3,6,2945,2702,2954,3836,3890
1/15/2023,Hotel 149,Cancun,2,1/15,1/16,0,1,75,110,109,123,98
1/15/2023,Hotel 149,Cancun,2,1/18,1/19,3,1,71,107,107,120,96
1/15/2023,Hotel 149,Cancun,2,1/15,1/19,0,4,358,430,431,482,386
1/15/2023,Hotel 149,Cancun,2,1/18,1/22,3,4,338,405,407,454,364
1/15/2023,Hotel 149,Cancun,2,1/15,1/21,0,6,523,627,628,702,563
1/15/2023,Hotel 149,Cancun,2,1/18,1/24,3,6,499,608,609,681,546
1/15/2023,Hotel 40,Charlotte,2,1/15,1/16,0,1,104,108,98,108,108
1/15/2023,Hotel 40,Charlotte,2,1/18,1/19,3,1,99,108,98,108,108
1/15/2023,Hotel 40,Charlotte,2,1/15,1/19,0,4,341,373,390,373,373
1/15/2023,Hotel 40,Charlotte,2,1/18,1/22,3,4,346,378,390,378,378
1/15/2023,Hotel 40,Charlotte,2,1/15,1/21,0,6,514,562,584,562,562
1/15/2023,Hotel 40,Charlotte,2,1/18,1/24,3,6,514,562,584,562,562
1/15/2023,Hotel 100,Charlotte,2,1/15,1/16,0,1,175,206,186,206,206
1/15/2023,Hotel 100,Charlotte,2,1/18,1/19,3,1,297,331,297,331,330
1/15/2023,Hotel 100,Charlotte,2,1/15,1/19,0,4,857,964,867,964,963
1/15/2023,Hotel 100,Charlotte,2,1/18,1/22,3,4,Sold Out,Sold Out,Sold Out,Sold Out,Sold Out
1/15/2023,Hotel 100,Charlotte,2,1/15,1/21,0,6,Sold Out,Sold Out,Sold Out,Sold Out,Sold Out
1/15/2023,Hotel 100,Charlotte,2,1/18,1/24,3,6,Sold Out,Sold Out,Sold Out,Sold Out,Sold Out
1/15/2023,Hotel 96,Charlotte,2,1/15,1/16,0,1,278,287,287,287,286
1/15/2023,Hotel 96,Charlotte,2,1/18,1/19,3,1,431,461,Sold Out,461,Sold Out
1/15/2023,Hotel 96,Charlotte,2,1/15,1/19,0,4,1225,1309,1136,1309,1309
1/15/2023,Hotel 96,Charlotte,2,1/18,1/22,3,4,Sold Out,Sold Out,Sold Out,Sold Out,Sold Out
1/15/2023,Hotel 96,Charlotte,2,1/15,1/21,0,6,Sold Out,Sold Out,Sold Out,Sold Out,Sold Out
1/15/2023,Hotel 96,Charlotte,2,1/18,1/24,3,6,Sold Out,Sold Out,Sold Out,Sold Out,Sold Out
1/15/2023,Hotel 194,Charlotte,2,1/15,1/16,0,1,85,88,92,92,92
1/15/2023,Hotel 194,Charlotte,2,1/18,1/19,3,1,88,92,96,97,96
1/15/2023,Hotel 194,Charlotte,2,1/15,1/19,0,4,335,354,372,374,372
1/15/2023,Hotel 194,Charlotte,2,1/18,1/22,3,4,337,355,375,375,373
1/15/2023,Hotel 194,Charlotte,2,1/15,1/21,0,6,511,530,558,559,557
1/15/2023,Hotel 194,Charlotte,2,1/18,1/24,3,6,507,526,553,555,553
1/15/2023,Hotel 257,Charlotte,2,1/15,1/16,0,1,350,362,381,402,402
1/15/2023,Hotel 257,Charlotte,2,1/18,1/19,3,1,344,341,359,379,379
1/15/2023,Hotel 257,Charlotte,2,1/15,1/19,0,4,1271,1262,1330,1403,1402
1/15/2023,Hotel 257,Charlotte,2,1/18,1/22,3,4,2814,2768,2915,3075,3075
1/15/2023,Hotel 257,Charlotte,2,1/15,1/21,0,6,4183,4012,4226,4457,4457
1/15/2023,Hotel 257,Charlotte,2,1/18,1/24,3,6,4182,4012,4226,4457,4457
1/15/2023,Hotel 222,Charlotte,2,1/15,1/16,0,1,68,101,102,94,112
1/15/2023,Hotel 222,Charlotte,2,1/18,1/19,3,1,64,96,97,104,107
1/15/2023,Hotel 222,Charlotte,2,1/15,1/19,0,4,273,325,331,350,368
1/15/2023,Hotel 222,Charlotte,2,1/18,1/22,3,4,282,337,342,363,378
1/15/2023,Hotel 222,Charlotte,2,1/15,1/21,0,6,419,500,508,538,566
1/15/2023,Hotel 222,Charlotte,2,1/18,1/24,3,6,415,495,504,532,556
1/15/2023,Hotel 167,Charlotte,2,1/15,1/16,0,1,35,82,66,82,65
1/15/2023,Hotel 167,Charlotte,2,1/18,1/19,3,1,57,90,81,90,89
1/15/2023,Hotel 167,Charlotte,2,1/15,1/19,0,4,283,338,304,338,337
1/15/2023,Hotel 167,Charlotte,2,1/18,1/22,3,4,292,347,312,347,346
1/15/2023,Hotel 167,Charlotte,2,1/15,1/21,0,6,428,511,460,511,510
1/15/2023,Hotel 167,Charlotte,2,1/18,1/24,3,6,432,515,463,515,515
1/15/2023,Hotel 227,Charlotte,2,1/15,1/16,0,1,56,85,85,85,85
1/15/2023,Hotel 227,Charlotte,2,1/18,1/19,3,1,64,97,97,97,96
1/15/2023,Hotel 227,Charlotte,2,1/15,1/19,0,4,298,353,353,353,352
1/15/2023,Hotel 227,Charlotte,2,1/18,1/22,3,4,308,364,364,364,364
1/15/2023,Hotel 227,Charlotte,2,1/15,1/21,0,6,451,535,535,535,534
1/15/2023,Hotel 227,Charlotte,2,1/18,1/24,3,6,451,535,535,535,534
1/15/2023,Hotel 48,Charlotte,2,1/15,1/16,0,1,97,104,93,104,103
1/15/2023,Hotel 48,Charlotte,2,1/18,1/19,3,1,111,120,108,120,119
1/15/2023,Hotel 48,Charlotte,2,1/15,1/19,0,4,376,422,379,422,337
1/15/2023,Hotel 48,Charlotte,2,1/18,1/22,3,4,400,436,392,436,348
1/15/2023,Hotel 48,Charlotte,2,1/15,1/21,0,6,579,640,576,640,511
1/15/2023,Hotel 48,Charlotte,2,1/18,1/24,3,6,580,632,568,632,505
1/15/2023,Hotel 178,Charlotte,2,1/15,1/16,0,1,367,410,410,410,410
1/15/2023,Hotel 178,Charlotte,2,1/18,1/19,3,1,341,381,381,381,381
1/15/2023,Hotel 178,Charlotte,2,1/15,1/19,0,4,1279,1431,1431,1431,1431
1/15/2023,Hotel 178,Charlotte,2,1/18,1/22,3,4,Sold Out,Sold Out,Sold Out,Sold Out,Sold Out
1/15/2023,Hotel 178,Charlotte,2,1/15,1/21,0,6,Sold Out,Sold Out,Sold Out,Sold Out,Sold Out
1/15/2023,Hotel 178,Charlotte,2,1/18,1/24,3,6,Sold Out,Sold Out,Sold Out,Sold Out,Sold Out
1/15/2023,Hotel 197,Charlotte,2,1/15,1/16,0,1,Sold Out,Sold Out,Sold Out,Sold Out,Sold Out
1/15/2023,Hotel 197,Charlotte,2,1/18,1/19,3,1,Sold Out,Sold Out,Sold Out,Sold Out,Sold Out
1/15/2023,Hotel 197,Charlotte,2,1/15,1/19,0,4,568,635,542,635,635
1/15/2023,Hotel 197,Charlotte,2,1/18,1/22,3,4,500,518,481,519,518
1/15/2023,Hotel 197,Charlotte,2,1/15,1/21,0,6,864,966,824,967,966
1/15/2023,Hotel 197,Charlotte,2,1/18,1/24,3,6,702,727,668,728,727
1/15/2023,Hotel 146,Charlotte,2,1/15,1/16,0,1,468,552,552,552,552
1/15/2023,Hotel 146,Charlotte,2,1/18,1/19,3,1,371,414,414,414,413
1/15/2023,Hotel 146,Charlotte,2,1/15,1/19,0,4,1565,1713,1713,1713,1712
1/15/2023,Hotel 146,Charlotte,2,1/18,1/22,3,4,1228,1528,1344,1344,1343
1/15/2023,Hotel 146,Charlotte,2,1/15,1/21,0,6,2240,2716,2421,2440,2439
1/15/2023,Hotel 146,Charlotte,2,1/18,1/24,3,6,1858,2311,2016,2034,2034
1/15/2023,Hotel 47,Chicago,2,1/15,1/16,0,1,78,98,102,119,97
1/15/2023,Hotel 47,Chicago,2,1/18,1/19,3,1,78,98,102,126,102
1/15/2023,Hotel 47,Chicago,2,1/15,1/19,0,4,366,382,382,463,408
1/15/2023,Hotel 47,Chicago,2,1/18,1/22,3,4,366,382,382,463,408
1/15/2023,Hotel 47,Chicago,2,1/15,1/21,0,6,549,573,537,654,608
1/15/2023,Hotel 47,Chicago,2,1/18,1/24,3,6,549,573,537,654,608
1/15/2023,Hotel 280,Chicago,2,1/15,1/16,0,1,76,95,101,112,105
1/15/2023,Hotel 280,Chicago,2,1/18,1/19,3,1,80,99,115,116,109
1/15/2023,Hotel 280,Chicago,2,1/15,1/19,0,4,312,324,333,370,350
1/15/2023,Hotel 280,Chicago,2,1/18,1/22,3,4,293,307,349,350,331
1/15/2023,Hotel 280,Chicago,2,1/15,1/21,0,6,474,494,508,564,534
1/15/2023,Hotel 280,Chicago,2,1/18,1/24,3,6,432,452,515,517,488
1/15/2023,Hotel 121,Chicago,2,1/15,1/16,0,1,125,155,155,164,139
1/15/2023,Hotel 121,Chicago,2,1/18,1/19,3,1,154,199,200,211,144
1/15/2023,Hotel 121,Chicago,2,1/15,1/19,0,4,580,708,708,749,661
1/15/2023,Hotel 121,Chicago,2,1/18,1/22,3,4,450,708,708,749,661
1/15/2023,Hotel 121,Chicago,2,1/15,1/21,0,6,879,1073,1073,1136,957
1/15/2023,Hotel 121,Chicago,2,1/18,1/24,3,6,852,1062,1062,1124,956
1/15/2023,Hotel 233,Chicago,2,1/15,1/16,0,1,105,133,139,156,128
1/15/2023,Hotel 233,Chicago,2,1/18,1/19,3,1,127,156,163,186,150
1/15/2023,Hotel 233,Chicago,2,1/15,1/19,0,4,511,555,581,654,536
1/15/2023,Hotel 233,Chicago,2,1/18,1/22,3,4,564,614,640,728,590
1/15/2023,Hotel 233,Chicago,2,1/15,1/21,0,6,795,868,907,1025,836
1/15/2023,Hotel 233,Chicago,2,1/18,1/24,3,6,824,904,941,1070,867
1/15/2023,Hotel 113,Chicago,2,1/15,1/16,0,1,80,113,102,115,114
1/15/2023,Hotel 113,Chicago,2,1/18,1/19,3,1,81,113,102,115,114
1/15/2023,Hotel 113,Chicago,2,1/15,1/19,0,4,382,453,404,458,458
1/15/2023,Hotel 113,Chicago,2,1/18,1/22,3,4,383,457,405,462,458
1/15/2023,Hotel 113,Chicago,2,1/15,1/21,0,6,572,679,608,687,687
1/15/2023,Hotel 113,Chicago,2,1/18,1/24,3,6,575,687,608,696,687
1/15/2023,Hotel 9,Chicago,2,1/15,1/16,0,1,112,141,171,171,171
1/15/2023,Hotel 9,Chicago,2,1/18,1/19,3,1,124,183,183,183,183
1/15/2023,Hotel 9,Chicago,2,1/15,1/19,0,4,565,564,686,595,685
1/15/2023,Hotel 9,Chicago,2,1/18,1/22,3,4,420,527,555,555,554
1/15/2023,Hotel 9,Chicago,2,1/15,1/21,0,6,754,847,1028,892,1028
1/15/2023,Hotel 9,Chicago,2,1/18,1/24,3,6,630,790,832,832,832
1/15/2023,Hotel 72,Chicago,2,1/15,1/16,0,1,92,139,141,164,141
1/15/2023,Hotel 72,Chicago,2,1/18,1/19,3,1,127,165,165,196,165
1/15/2023,Hotel 72,Chicago,2,1/15,1/19,0,4,520,596,600,705,601
1/15/2023,Hotel 72,Chicago,2,1/18,1/22,3,4,510,583,588,689,590
1/15/2023,Hotel 72,Chicago,2,1/15,1/21,0,6,765,875,882,1033,885
1/15/2023,Hotel 72,Chicago,2,1/18,1/24,3,6,756,862,870,1017,873
1/15/2023,Hotel 219,Chicago,2,1/15,1/16,0,1,144,159,162,204,209
1/15/2023,Hotel 219,Chicago,2,1/18,1/19,3,1,127,162,149,186,186
1/15/2023,Hotel 219,Chicago,2,1/15,1/19,0,4,464,587,599,752,757
1/15/2023,Hotel 219,Chicago,2,1/18,1/22,3,4,528,633,581,728,728
1/15/2023,Hotel 219,Chicago,2,1/15,1/21,0,6,689,874,892,1119,1124
1/15/2023,Hotel 219,Chicago,2,1/18,1/24,3,6,780,937,860,1078,1077
1/15/2023,Hotel 273,Chicago,2,1/15,1/16,0,1,67,94,81,112,111
1/15/2023,Hotel 273,Chicago,2,1/18,1/19,3,1,80,107,103,128,127
1/15/2023,Hotel 273,Chicago,2,1/15,1/19,0,4,353,396,357,443,442
1/15/2023,Hotel 273,Chicago,2,1/18,1/22,3,4,346,388,347,434,434
1/15/2023,Hotel 273,Chicago,2,1/15,1/21,0,6,519,583,525,653,652
1/15/2023,Hotel 273,Chicago,2,1/18,1/24,3,6,512,575,512,644,643
1/15/2023,Hotel 250,Chicago,2,1/15,1/16,0,1,137,177,169,187,187
1/15/2023,Hotel 250,Chicago,2,1/18,1/19,3,1,190,228,218,242,241
1/15/2023,Hotel 250,Chicago,2,1/15,1/19,0,4,658,814,778,862,862
1/15/2023,Hotel 250,Chicago,2,1/18,1/22,3,4,689,854,816,905,904
1/15/2023,Hotel 250,Chicago,2,1/15,1/21,0,6,1006,1175,1122,1244,1244
1/15/2023,Hotel 250,Chicago,2,1/18,1/24,3,6,1073,1275,1217,1350,1350
1/15/2023,Hotel 246,Chicago,2,1/15,1/16,0,1,189,167,230,193,253
1/15/2023,Hotel 246,Chicago,2,1/18,1/19,3,1,147,146,173,168,233
1/15/2023,Hotel 246,Chicago,2,1/15,1/19,0,4,661,633,777,729,1025
1/15/2023,Hotel 246,Chicago,2,1/18,1/22,3,4,723,691,821,797,1084
1/15/2023,Hotel 246,Chicago,2,1/15,1/21,0,6,971,924,1114,1065,1469
1/15/2023,Hotel 246,Chicago,2,1/18,1/24,3,6,1260,1222,1462,1410,1934
1/15/2023,Hotel 92,Chicago,2,1/15,1/16,0,1,106,123,120,126,123
1/15/2023,Hotel 92,Chicago,2,1/18,1/19,3,1,Sold Out,131,Sold Out,Sold Out,Sold Out
1/15/2023,Hotel 92,Chicago,2,1/15,1/19,0,4,562,526,615,596,502
1/15/2023,Hotel 92,Chicago,2,1/18,1/22,3,4,497,494,539,468,483
1/15/2023,Hotel 92,Chicago,2,1/15,1/21,0,6,760,773,866,848,748
1/15/2023,Hotel 92,Chicago,2,1/18,1/24,3,6,672,757,764,687,709
1/15/2023,Hotel 300,Dallas,2,1/15,1/16,0,1,Sold Out,408,Sold Out,509,Sold Out
1/15/2023,Hotel 300,Dallas,2,1/18,1/19,3,1,276,348,277,434,277
1/15/2023,Hotel 300,Dallas,2,1/15,1/19,0,4,Sold Out,Sold Out,Sold Out,Sold Out,Sold Out
1/15/2023,Hotel 300,Dallas,2,1/18,1/22,3,4,1195,1444,1149,1801,1149
1/15/2023,Hotel 300,Dallas,2,1/15,1/21,0,6,Sold Out,Sold Out,Sold Out,Sold Out,Sold Out
1/15/2023,Hotel 300,Dallas,2,1/18,1/24,3,6,2647,2643,2639,2635,2631
1/15/2023,Hotel 115,Dallas,2,1/15,1/16,0,1,Sold Out,686,Sold Out,761,Sold Out
1/15/2023,Hotel 115,Dallas,2,1/18,1/19,3,1,423,477,424,625,517
1/15/2023,Hotel 115,Dallas,2,1/15,1/19,0,4,Sold Out,2322,Sold Out,2773,Sold Out
1/15/2023,Hotel 115,Dallas,2,1/18,1/22,3,4,2195,2072,1739,2557,2321
1/15/2023,Hotel 115,Dallas,2,1/15,1/21,0,6,Sold Out,3301,Sold Out,3921,Sold Out
1/15/2023,Hotel 115,Dallas,2,1/18,1/24,3,6,5610,4032,Sold Out,4883,Sold Out
1/15/2023,Hotel 290,Dallas,2,1/15,1/16,0,1,74,108,98,108,108
1/15/2023,Hotel 290,Dallas,2,1/18,1/19,3,1,103,137,123,137,136
1/15/2023,Hotel 290,Dallas,2,1/15,1/19,0,4,361,426,388,431,431
1/15/2023,Hotel 290,Dallas,2,1/18,1/22,3,4,353,416,379,421,421
1/15/2023,Hotel 290,Dallas,2,1/15,1/21,0,6,531,632,575,639,639
1/15/2023,Hotel 290,Dallas,2,1/18,1/24,3,6,507,603,549,610,609
1/15/2023,Hotel 202,Dallas,2,1/15,1/16,0,1,47,71,71,79,81
1/15/2023,Hotel 202,Dallas,2,1/18,1/19,3,1,59,80,80,89,89
1/15/2023,Hotel 202,Dallas,2,1/15,1/19,0,4,290,303,303,337,339
1/15/2023,Hotel 202,Dallas,2,1/18,1/22,3,4,280,292,292,324,324
1/15/2023,Hotel 202,Dallas,2,1/15,1/21,0,6,426,444,444,494,496
1/15/2023,Hotel 202,Dallas,2,1/18,1/24,3,6,414,432,432,480,480
1/15/2023,Hotel 287,Dallas,2,1/15,1/16,0,1,74,97,94,108,108
1/15/2023,Hotel 287,Dallas,2,1/18,1/19,3,1,60,92,94,108,108
1/15/2023,Hotel 287,Dallas,2,1/15,1/19,0,4,346,389,370,432,432
1/15/2023,Hotel 287,Dallas,2,1/18,1/22,3,4,343,368,377,432,432
1/15/2023,Hotel 287,Dallas,2,1/15,1/21,0,6,526,568,554,649,648
1/15/2023,Hotel 287,Dallas,2,1/18,1/24,3,6,514,551,554,649,648
1/15/2023,Hotel 203,Dallas,2,1/15,1/16,0,1,39,65,59,65,65
1/15/2023,Hotel 203,Dallas,2,1/18,1/19,3,1,56,84,81,84,83
1/15/2023,Hotel 203,Dallas,2,1/15,1/19,0,4,250,277,259,277,276
1/15/2023,Hotel 203,Dallas,2,1/18,1/22,3,4,237,268,246,268,267
1/15/2023,Hotel 203,Dallas,2,1/15,1/21,0,6,360,404,374,404,403
1/15/2023,Hotel 203,Dallas,2,1/18,1/24,3,6,347,395,360,395,393
1/15/2023,Hotel 224,Dallas,2,1/15,1/16,0,1,90,129,116,129,109
1/15/2023,Hotel 224,Dallas,2,1/18,1/19,3,1,70,103,104,103,116
1/15/2023,Hotel 224,Dallas,2,1/15,1/19,0,4,417,516,438,516,437
1/15/2023,Hotel 224,Dallas,2,1/18,1/22,3,4,341,413,418,413,464
1/15/2023,Hotel 224,Dallas,2,1/15,1/21,0,6,452,542,543,542,656
1/15/2023,Hotel 224,Dallas,2,1/18,1/24,3,6,454,542,627,542,696
1/15/2023,Hotel 156,Dallas,2,1/15,1/16,0,1,Sold Out,Sold Out,Sold Out,Sold Out,Sold Out
1/15/2023,Hotel 156,Dallas,2,1/18,1/19,3,1,150,187,125,187,174
1/15/2023,Hotel 156,Dallas,2,1/15,1/19,0,4,Sold Out,Sold Out,Sold Out,Sold Out,Sold Out
1/15/2023,Hotel 156,Dallas,2,1/18,1/22,3,4,577,691,466,691,539
1/15/2023,Hotel 156,Dallas,2,1/15,1/21,0,6,Sold Out,Sold Out,Sold Out,Sold Out,Sold Out
1/15/2023,Hotel 156,Dallas,2,1/18,1/24,3,6,920,1102,741,1102,886
1/15/2023,Hotel 221,Dallas,2,1/15,1/16,0,1,39,71,71,71,71
1/15/2023,Hotel 221,Dallas,2,1/18,1/19,3,1,118,153,153,153,153
1/15/2023,Hotel 221,Dallas,2,1/15,1/19,0,4,301,358,336,358,357
1/15/2023,Hotel 221,Dallas,2,1/18,1/22,3,4,336,337,356,408,347
1/16/2023,Hotel 221,Dallas,2,1/16,1/22,0,6,429,509,508,509,508
1/16/2023,Hotel 221,Dallas,2,1/19,1/25,3,6,463,465,560,562,479
1/16/2023,Hotel 185,Dallas,2,1/16,1/17,0,1,38,58,66,66,66
1/16/2023,Hotel 185,Dallas,2,1/19,1/20,3,1,39,48,67,55,67
1/16/2023,Hotel 185,Dallas,2,1/16,1/20,0,4,221,219,218,249,246
1/16/2023,Hotel 185,Dallas,2,1/19,1/23,3,4,220,218,216,248,245
1/16/2023,Hotel 185,Dallas,2,1/16,1/22,0,6,331,327,324,372,368
1/16/2023,Hotel 185,Dallas,2,1/19,1/25,3,6,329,326,322,371,367
1/16/2023,Hotel 275,Dallas,2,1/16,1/17,0,1,285,353,347,353,352
1/16/2023,Hotel 275,Dallas,2,1/19,1/20,3,1,114,140,151,140,139
1/16/2023,Hotel 275,Dallas,2,1/16,1/20,0,4,741,837,824,837,835
1/16/2023,Hotel 275,Dallas,2,1/19,1/23,3,4,619,765,831,765,763
1/16/2023,Hotel 275,Dallas,2,1/16,1/22,0,6,1129,1245,1226,1245,1242
1/16/2023,Hotel 275,Dallas,2,1/19,1/25,3,6,964,1193,1295,1193,1189
1/16/2023,Hotel 7,Dallas,2,1/16,1/17,0,1,144,172,194,195,195
1/16/2023,Hotel 7,Dallas,2,1/19,1/20,3,1,145,177,177,177,177
1/16/2023,Hotel 7,Dallas,2,1/16,1/20,0,4,611,733,830,785,787
1/16/2023,Hotel 7,Dallas,2,1/19,1/23,3,4,549,673,671,673,675
1/16/2023,Hotel 7,Dallas,2,1/16,1/22,0,6,850,1019,1154,1109,1112
1/16/2023,Hotel 7,Dallas,2,1/19,1/25,3,6,804,986,984,986,977
1/16/2023,Hotel 44,Denver,2,1/16,1/17,0,1,93,126,125,133,146
1/16/2023,Hotel 44,Denver,2,1/19,1/20,3,1,92,125,123,125,125
1/16/2023,Hotel 44,Denver,2,1/16,1/20,0,4,389,467,459,467,515
1/16/2023,Hotel 44,Denver,2,1/19,1/23,3,4,380,457,450,457,505
1/16/2023,Hotel 44,Denver,2,1/16,1/22,0,6,573,688,677,688,759
1/16/2023,Hotel 44,Denver,2,1/19,1/25,3,6,571,687,675,687,758
1/16/2023,Hotel 239,Denver,2,1/16,1/17,0,1,213,230,242,230,230
1/16/2023,Hotel 239,Denver,2,1/19,1/20,3,1,150,162,162,162,151
1/16/2023,Hotel 239,Denver,2,1/16,1/20,0,4,735,795,841,795,795
1/16/2023,Hotel 239,Denver,2,1/19,1/23,3,4,604,608,705,661,705
1/16/2023,Hotel 239,Denver,2,1/16,1/22,0,6,1058,1145,1214,1145,1154
1/16/2023,Hotel 239,Denver,2,1/19,1/25,3,6,915,905,1090,1024,1036
1/16/2023,Hotel 198,Denver,2,1/16,1/17,0,1,81,103,80,115,114
1/16/2023,Hotel 198,Denver,2,1/19,1/20,3,1,81,103,80,115,114
1/16/2023,Hotel 198,Denver,2,1/16,1/20,0,4,346,367,317,458,485
1/16/2023,Hotel 198,Denver,2,1/19,1/23,3,4,354,376,317,470,469
1/16/2023,Hotel 198,Denver,2,1/16,1/22,0,6,527,559,475,699,699
1/16/2023,Hotel 198,Denver,2,1/19,1/25,3,6,519,559,475,699,699
1/16/2023,Hotel 237,Denver,2,1/16,1/17,0,1,300,286,358,324,412
1/16/2023,Hotel 237,Denver,2,1/19,1/20,3,1,385,375,470,426,543
1/16/2023,Hotel 237,Denver,2,1/16,1/20,0,4,1364,1387,1334,1494,1538
1/16/2023,Hotel 237,Denver,2,1/19,1/23,3,4,1274,1264,1219,1386,1403
1/16/2023,Hotel 237,Denver,2,1/16,1/22,0,6,1985,1942,1872,2113,2155
1/16/2023,Hotel 237,Denver,2,1/19,1/25,3,6,1984,1908,1840,2112,2119
1/16/2023,Hotel 52,Denver,2,1/16,1/17,0,1,Sold Out,Sold Out,Sold Out,Sold Out,Sold Out
1/16/2023,Hotel 52,Denver,2,1/19,1/20,3,1,170,196,196,196,195
1/16/2023,Hotel 52,Denver,2,1/16,1/20,0,4,Sold Out,Sold Out,Sold Out,Sold Out,Sold Out
1/16/2023,Hotel 52,Denver,2,1/19,1/23,3,4,654,675,794,675,754
1/16/2023,Hotel 52,Denver,2,1/16,1/22,0,6,Sold Out,Sold Out,Sold Out,Sold Out,Sold Out
1/16/2023,Hotel 52,Denver,2,1/19,1/25,3,6,946,934,1197,957,1002
1/16/2023,Hotel 272,Denver,2,1/16,1/17,0,1,196,215,181,236,236
1/16/2023,Hotel 272,Denver,2,1/19,1/20,3,1,221,236,225,259,259
1/16/2023,Hotel 272,Denver,2,1/16,1/20,0,4,792,982,822,982,944
1/16/2023,Hotel 272,Denver,2,1/19,1/23,3,4,690,855,717,855,820
1/16/2023,Hotel 272,Denver,2,1/16,1/22,0,6,1091,1360,1143,1360,1308
1/16/2023,Hotel 272,Denver,2,1/19,1/25,3,6,1597,1238,1042,1238,1192
1/16/2023,Hotel 37,Denver,2,1/16,1/17,0,1,228,242,231,265,259
1/16/2023,Hotel 37,Denver,2,1/19,1/20,3,1,208,221,190,242,236
1/16/2023,Hotel 37,Denver,2,1/16,1/20,0,4,916,968,823,1060,940
1/16/2023,Hotel 37,Denver,2,1/19,1/23,3,4,838,885,771,968,859
1/16/2023,Hotel 37,Denver,2,1/16,1/22,0,6,1374,1452,1235,1590,1410
1/16/2023,Hotel 37,Denver,2,1/19,1/25,3,6,1257,1327,1028,1451,1289
1/16/2023,Hotel 268,Denver,2,1/16,1/17,0,1,230,243,263,298,302
1/16/2023,Hotel 268,Denver,2,1/19,1/20,3,1,272,292,365,322,434
1/16/2023,Hotel 268,Denver,2,1/16,1/20,0,4,940,1110,1071,1110,1176
1/16/2023,Hotel 268,Denver,2,1/19,1/23,3,4,940,1110,1071,1110,1176
1/16/2023,Hotel 268,Denver,2,1/16,1/22,0,6,1266,1492,1483,1492,1628
1/16/2023,Hotel 268,Denver,2,1/19,1/25,3,6,1306,1540,1408,1492,1545
1/16/2023,Hotel 26,Denver,2,1/16,1/17,0,1,77,100,111,111,110
1/16/2023,Hotel 26,Denver,2,1/19,1/20,3,1,84,104,116,116,116
1/16/2023,Hotel 26,Denver,2,1/16,1/20,0,4,380,408,454,454,453
1/16/2023,Hotel 26,Denver,2,1/19,1/23,3,4,389,418,505,464,464
1/16/2023,Hotel 26,Denver,2,1/16,1/22,0,6,574,617,745,686,685
1/16/2023,Hotel 26,Denver,2,1/19,1/25,3,6,583,627,757,696,696
1/16/2023,Hotel 291,Denver,2,1/16,1/17,0,1,150,201,160,294,220
1/16/2023,Hotel 291,Denver,2,1/19,1/20,3,1,145,160,138,177,177
1/16/2023,Hotel 291,Denver,2,1/16,1/20,0,4,666,698,606,841,800
1/16/2023,Hotel 291,Denver,2,1/19,1/23,3,4,623,655,567,722,723
1/16/2023,Hotel 291,Denver,2,1/16,1/22,0,6,975,1024,887,1202,1159
1/16/2023,Hotel 291,Denver,2,1/19,1/25,3,6,945,994,861,1096,1098
1/16/2023,Hotel 90,Denver,2,1/16,1/17,0,1,42,71,71,71,79
1/16/2023,Hotel 90,Denver,2,1/19,1/20,3,1,46,76,76,84,84
1/16/2023,Hotel 90,Denver,2,1/16,1/20,0,4,294,294,294,327,326
